comment_text,is_toxic
bedziesz kurwa morde zacieszal za 2 godziny max,0
"ne ugas spenge, nem is vagy penge",0
type wtf?,0
u trash af t57,1
are you really that lost? xD,0
me to xD,0
amx what are you doing,0
ppz,0
glhf from Prague as well,0
Tier VI reload 8 sec and hitting for 200,0
waldgeist idiot,1
i hate this game,1
idiote renegade,1
иди накуй,0
FCK,1
2 бабахи и 2 стервы - где справедливость,1
gg me top imbecil team,1
move shp,0
I know i‘ve blocked you twice now,0
All good,0
should i just take hit,0
lt pidar,0
saved the damn game,0
huomenia vaan,0
‘grille,0
ONE OF THE MEDIUMS IN THE MID NEEDS TO COME OVER HERE,0
lion watch your back for batchat,0
"merfloid_2003 (Leopard 1), не мешай стрелять! Уйди с линии огня по противнику!",0
lol bounce that,0
win hioll please,0
damn XD,1
are you blind?,1
ful game bot,1
told u,0
braindead dogo,1
somewhere close,0
you just drove by him like its fine,0
the bushes under the slope,0
fucking pedo,1
steyr‘s watching for the VK,0
how tf is the 703 2 there ALREADY,0
2 marks on bourrasque = really good player,0
not good,0
FU campers,0
same happens to me,0
lt stay alive,0
gjk,0
-3000,0
do tread cie wezme,0
Arty was up here,0
you have time just dont stop,0
T 10 why you sleeping behind me,1
push him,0
kids noob,1
You drove out infront of 5 tanks,0
LOL... &quot;balanced&quot;,0
maxpayne what are you doing on A4? whats with spotting?,0
amd wtf mate go away,1
TAke hill guys,0
Dino1964 reported,0
total solo player,0
what do you want me to do,0
"сразу стадо в одну сторону,а потом таким же в другую",0
i once thought my weener was an earthworm,0
як ци пидари вжде заибали крутить,1
shptk,0
report BZ,0
i will bet that is another battle with people who has problems with using w key and aiming to other tanks so gg lets lose again !!!,1
за тушку,0
pushhhhhhhhhhhhhhhhhhhhhhh,0
bot so you dont know what a bot is then,1
ALL GAME DONT MOVE,0
"ebr ., SPOT",0
more credits if we win,0
spot td elc,0
GJ T71 you fucking bot ...,1
elc bad idea,0
pls let me kill,0
sh_t,1
dj,0
omg..,0
Засвет в квадрате A5!!!,0
Still posible,0
&lt;:),0
2 cap 2 def.,0
защитают?,0
4k?,0
jew,0
exellent,0
fk report ??d??ot bottt,1
stsndard tou idiot run!!!,1
those t30,0
can u see minimap?,0
will*,0
gg ka ri,0
crazy pleas delet a game noob...u know where you ANIMAL?,1
СМТ,0
moove idiot,1
Арта (Bat.-Châtillon 155 55) отстрелялась! По мне :(,0
report that light clown,1
report E25,0
Amx,0
gg 277 mongo,1
light what re you doing?,0
cobra and lis noobs or bots?,1
light tanks hello?,0
"all bounces, this is bs",1
push this one and lonely progetto already,0
пизда,0
learm to p^ay stuopid red player,1
"lol bot, next time use the left mouse button ;)",1
gg vz idiot,1
is-m die on cancer,1
stay out of bushes,0
i was trying to help sorry,0
it ees what it eesd,0
enjoying the view,0
10Kills,0
cheater server,1
Disgusting,1
we just need to push,0
3 on cap to win,0
LIKE A XMAS TREE,0
u know this tank can drive?! ^^,0
e50m,0
AMX on his prime,0
omg teeeam wtffff,1
the suspense is killing me,0
cap if poss,0
50 tp cancer,1
mad,0
Cry cry cry :-))Cry cry cry :-))Cry cry cry :-))Cry cry cry :-))Cry cry cry :-))Cry cry cry :-))Cry cry cry :-))Cry cry cry :-))Cry cry cry,1
jakie kurwa lose,1
I can yolo him,0
GG ez bots,0
where shoud i play?,0
BOT ARTY,1
тут и не поспорю,0
nice??,0
fu wanker,1
DONT BE FUCKI ̈G USELESS,1
Im Spotted at A3!,0
16,0
фейспалм,0
bourrasque usseles,1
repotrt is out amx 50m B,0
zzz,0
he will camp,0
and me? :C,0
amx go help maus slow,0
then i go in,0
8hp...,0
prinsof u lucky af,0
oh no,0
all of you are dogshi player son of,1
rly,0
fuqas,0
hold,0
amx dont be an idiot and play like heavy,1
lol arty blindshot,0
cant be this stupid,1
sp i c,0
just spot i cap,0
redline maus :P,1
meow,0
plz report that modder,0
пз иди захват сбивай,0
spott,0
hahahhaha,0
HAVE FUN,0
GET DOWN,0
kİlll,0
wait pls,0
T-100lt p[iece of shit,1
hab schon ??ber legt FV304... schaden.. ist schaden xDDD,0
ПИДОРЫ ПОПРОБУЙТЕ В КУКЛЫ,1
IDIOTS,1
got eyes nothing spotted,0
Spotted at D7,0
wow nice retadeds,1
only 122,0
please come,0
look at our e100,0
blind him fv,0
bbq move,0
bs,1
7k dmg,0
су ка тупа я твари на,1
people like you buy your wife breast implants and complain they are too big,1
"JgPz BOT, report f@cking ANIMAL",1
"cecifat (E 50 M), you are blocking my target!",0
dumd ass elc,1
you to,0
lmfaooo,0
Boom,0
go spot AMX,0
нехуй шо делать,1
report 121B,0
char spot,0
GO CAPPP,0
ну так вы туда и не поехали,0
you will die now alone,0
even after death hetzers are deady,0
effort,0
i guess we dont go left,0
that is death sentence,0
ohhh :p,0
at worst,0
та сука,1
MEGA IDIOTS,1
thansk for help 2 stupid idiot in liberte,1
blind retards,1
are u one of those from xbox live?,0
ho-ri,0
move udes,0
trying to keep,0
In French Autoloaders we trust.,0
tiger,0
NO WAYT,0
Dont cap,0
win),0
1 AP left,0
ur in crossfire now,0
я за хеви и гриля,0
t29 fucking 2 times,0
exatly,0
bot reported pz,1
their arty is doing couonter battery,0
the cap plzzzzzz,0
jagtiger go closer,0
Za Matkę Rosję!,0
no one go spot,0
thats good,0
drunk driver,0
be ready for shoot,0
bourr i ll help you,0
win this Conq,0
gg botzw,1
glad i killed the lef lol i wanted him,0
лт ты буран свети,0
Спасибо,0
Fu meds,0
ay ay ay obj,0
time to get killed in this tank now,0
ha ha ha ha :-P,0
jesus christ pedophiles,1
oh...i see...his name is vitali,0
they VERY heavy on 1 line need a little help,1
valley is too slow,0
dude next time say you want to go there even if i ping the map,0
thanks for help,0
fv???,0
what are u talking about man?,0
STB-1 seem to see without us being spotted....,0
go tnh,0
let me him,0
feels good,0
sftu,1
i need to kill 2 people without taking damage,0
TAKE FIELD,0
Good Lord,0
tiger P you best idiots,1
light here bots tier 10,1
stay at base,0
monkeys on hill,1
we won the lotto map this time xd,0
need one ace,0
стхи лень кому то приехать?,0
"t71 pls, dont be a bot",1
"fkwit BZ.,..",1
good man,0
and has 3 marks,0
took all dmages,0
someone cap...jusdt in case,0
8.7k dmg,0
.what our SPG Doing,0
hehe fly away,0
he i slow,0
almost 6k,0
ppproooogeeetooo,0
Засвет в квадрате H2!!!,0
preaim pls for m41,0
fuck y&lt;our mom idior,1
Help!,0
"soory , i was afk",0
Лепик..Ты дурак..Зачем туда полез??,1
bz most accurate tank,0
just die you cant pen mauses ass,1
gj t29,0
our elc ddidnt do own job,0
next retards team,1
omg...rly psycho kid,1
"hi all, how is the dayy?",0
kv 2 bot,1
Arty will focus me soon at H7!,0
do you want to lose mid aswell?,0
**** you ****,1
fagots team,1
"red line is yours, u fight for new medail",0
Hey,0
tkzrirjrzujtj,0
8k dmg,0
no ap,0
cmon hummel,0
я тебе левый фланг оставил,0
mimimimimimimi,0
"how m,any timnes m roe?",0
аоаоао,0
"BomberMicha (Pz. V/IV), you are blocking my target!",0
yea. gonna be castle camp fail,0
arty now kill 703,0
dont go on him,0
fkn,0
I'm dmg hungry sry,0
nice r3t@rd team,0
hlep the CS,0
Tiger I you need to move from hill,0
then is3 is 1-2 shots,0
let tvp the kill for 6,0
stay stron now,0
gg dude !,0
I am speed!,0
RAT MANTI,1
usta ben 60tp kasıyorum 8 seviyedeyim 9u alınca beaber oynarız tekrar sana iyi oyunlar,1
gg heavy faggs,1
thannx :),0
balance,0
i need 2 kills please,0
"Peacemaker_06[_PK-] (Obj. 263), you're blocking my line of fire!",0
i shouldnt have chosen the dezgamez cammo,0
no map??,0
dont even move now,1
if i pushed tank little higher,0
oaiiallaahalamana,0
"THX for NOTHING, T34S-BOT",1
useless lorr 40 only hide at hte back,1
bourr pls carry,0
cant push,0
СКОРП ИДИ НАХ Я ТУТ СТОЯЛ,0
if u can do better...,0
dont drive further,0
headless yes:D,0
idiots campers,1
report mit,0
your tank is the reason its trash,1
1600 spot :D,0
evanghelista putina muie,0
Арта (Bat.-Châtillon 155 58) отстрелялась! По мне :(,0
i send replay for blocking,0
fml guys,1
td's,0
6k dmg,0
GOOD JOB MONKEYS,1
point blank gold into Maus lower,0
bla bla bla cap,0
Go go go,0
"LTUBigBoss (SU-130PM), you are blocking my target!",0
heleoeoeeoeoeoe,0
стойте бл*ТЬ,0
can hit him too,0
fuck off bot...,1
platoon2 faggots,1
"Du siehst mich, Ich seh Dich! E3!",0
dont go in an obvious position,0
ypi idiot vk,1
JEBIE,1
elc90 just rush,0
fucking bz,1
now i cant do it alone,0
gg wp guys,0
bot game for credit card,1
who cares,0
e100 first,0
please also somne heavies on west,0
you had em,0
look minimap,0
о курва,1
if you don't give a shit about your teammates,1
PAK GET TO CAP,0
next dream team,0
arty join platoon pls,0
so some of u can move up,0
два воина,0
leeopar,0
waffle camp too hard,0
call me senpai,0
hes facing me,0
cap x3,0
Du reportest die Gegner ungerne alleine oder findest 1 report ist zu wenig Dann kommt zu -RIO- und du bekommst Unterstützung. Melde dich !!!,0
світи,0
no kap,0
I love that Bush,0
use brain,0
how much the amx,0
i mean,0
suck me,1
hellcat was in the city,0
use your arties,0
wpD,0
B DEBILA BACK BASE,1
from red line,0
idiot kunze,1
udes best scout,0
fail platoon?,0
youre aids,1
welcome i ciemnota,0
you are not alone!!!!!!!,0
ah to be that young again,0
MOVE YOUR ASS CAMPERS!!!!,1
:DDDDDD,0
i camp,0
i actually think that im out of time,0
they got this,0
yeha hes back ther,0
You pushed till you got fucked,1
I like fires,0
hit hill please arty,0
268 here some where,0
"Because my luck is bad, that's why.",0
su toxic player,1
oni,0
OMG!!! what a nooob,1
Засвет в квадрате K8!!!,0
你卡在家里不能赢?,0
stay away,0
so unlucky shots,0
lowe you uselles ****,1
find keyboard,0
орк-уймись,0
shut up bot,1
i tracked wz,0
ты настоящее обосцаное чучело,1
ten jeo kolega gra lepiej od Ciebie i nie wpierdala sie tam gdzie nie trzeba,0
batchat was there a few mins ago,0
_i_,0
tiger and IS uidiots gogogo,1
need to move,0
go green base,0
and?,0
play tetris,0
dale acepta el peloton xd,0
moron big different,1
Just go lose fast ty,1
nice spot gg,0
chrapes tam nebo co??,0
fck bots move no camp,1
enough,0
only 2 HE,0
los,0
chrysler K wtf ? what u doing here?,1
слвдкий)),0
my ping!,0
Per Odino!,0
momix how are you even damaged already lol,0
grille slip in cap,0
time for you to be a HT Somua,0
wolvering I am getting the spoting meaning you have a shitty crew wtf have you decided to go field?,1
1 or 2,0
GOOD LUCK TO SUCK IDIOTS,1
kam jedes,0
says the one crying about arty,0
srey,0
"balanced tank, my *** wg if the others have no weakspot anywhere",1
anybody elses tanks shoot blanks lol,0
bou dear battle,0
3 enemy 1-1 shot,0
good team work,0
ALL IDIOT TD,1
naceeeee,0
time is up,0
cobra really slaps dmg,0
move in,0
с вами я лучше бы ЕБРа оставил,0
you should look out,0
где мля стандарт,0
Really,0
lights?,0
m4 noob,1
our ebr bot?,1
ебало завали свое,1
5 meds cant push,0
great support,0
imma head out,0
grille back,0
co za łeb,1
siriously Maus ??,0
cowrad assholes,1
and likely to explode,0
boty?,0
if you can get there...gl,0
sry xd,0
NOT WIN GUYS,1
f boyt,0
warryoo great carry TY grats TG,0
You gotr 4 against 2 in the Valley,0
bj,0
Emil Help‘?,0
m8 does the little sidestep,0
REPORT m2Y,0
i dont see him,0
чтоб вы все падохли,1
kill kunze,0
Thanks idiot for blocking,1
bc is reload,0
time to collect my loser points,0
off cap,0
all report gardijac,0
lower glacis on a tiger and it bounces 2 times,0
gg churchill,0
jokers,0
еще,0
oh AMX made a play,0
ку,0
iidiiotts,1
report cc mk2,0
you guys in trhe east gotta do something,0
hes bot,1
"10,2k spot",0
you waste time his budy came for help,0
you are really bad,1
spotolj az arynak,0
25,0
thats ok he just sat by a rock anyway,0
pedig jol indult,0
we will get flanked,0
you don't know whta is the map,0
no...,0
my uncle works in wg,0
i have a long reload and he has a lot of hp,0
Засвет в квадрате J0!!!,0
push meds pls,0
why always play with coward ... tell me whyu,1
this plat is busted,0
panaca,1
EBR 105 please don't spot you ****,1
progetto fv,0
елка надо возвращятся,0
please no cap,0
fuck of,1
two shoot,0
byeee,0
прикройте,0
for honor,0
im perma tracked,0
brend new,0
fck u st2,1
he's following me,0
i got only,0
oh now hes there its too late dude,0
artas pls hit your shots,0
где и т30,0
bro is cooking,0
hwk why,0
do ciebie mam,0
move your ass,1
Hi gays,0
они хотя бы знают что такое КИРИЛИЦА,0
anrty dead gg,0
такой олух,1
yeaaah,0
M.II ?,0
when does the train come,0
bc 12 middle spot???,0
wtf?!?,1
one shell left,0
he shot me,0
швшще,0
WTF doing,1
T28 HTC BLOCER ME,0
arty here please,0
nice*,0
Spotted at G2,0
sweet dreams,0
gewt in the cap,0
go faaaaaaaster,0
hai pe direct boss,0
only retards today,1
come *** here,1
Арта (G.W. E 100) отстрелялась! По мне :(,0
realoding,0
this team doesnt know where the base is,0
7min,0
"tiger P, please Drive over the Clip",0
я кину,0
stfu...I'm moving already,1
good morning all,0
ddaaaw,0
wtf are you trying,1
get ready to shoot,0
Bruscetta come on,0
load ur gold,0
u need to spot rn for us,0
i want mission so i can stop palying pigs,1
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,0
say when,0
Mission,0
go whip some ass crommies,0
spot for what?,0
i only have gold ammo left :/,0
GENGAR GGENGAR GENGEAR,0
typical bad player,1
"not 1 comes with me, thats teamwork...thanks for nothing",1
займи базу,0
ТАЩИТЕ,0
!Siema kto PL Wn8 (300) IQ 6,0
obj 268 cant hit u,0
kemper hevy,0
bc idiot go spot,1
we lost city,0
spot the arty,0
excelsior might be afk,0
austin iv will be great but you are the one with the special frame,0
these arties are killing us,0
"troll on, racist",1
team i have a kv5 problem,0
6x6 go,0
WHERE,0
he do big boom,0
добить ума не хаптпн,1
come down from hill,0
thanks for the help idoits,1
stop cap pls,0
omg :-(,0
are you really asking that,0
i check ur avg dmg on amx,0
strv get back u fool,1
all here,0
Block FV,0
just sit and wait to lose,0
nice bou,0
i hgave encouted optioc,0
What a battle. I must save replay,0
I've been spotted in H10!,0
иди нахуй отсюда биомусор,1
Этот олень твою мамашу брюхатил,1
just relax guys and let them make the mistake,0
dutch,1
if its a draw its a draw,0
XD lynx jak bys sie nie pchał po dmg to by było git,0
"2 TD on base cen kill 5 whom, push NORTH = NORTH USLESS flank",1
kkk,0
you need to tell me to try something ya boy missing,0
"am,azing when shots just hit the ground",0
report all garde,0
prob in the back,0
G,0
anything else,0
850ht shot,0
dont know how we made it,0
chybrol ?,0
7 ammo,0
탄도 안 박히는데 뭔 10티어냐고 ᄏᄏ,0
probs my last game then back to baldurs gate,0
ładny jezyk,0
lo spot đi,0
obj you need to push,0
SRY,0
oh noo,0
co za idioty graj??,1
cobra has 2,0
corner,0
report T9 for bot,0
do *** need an invitation,1
save ammo,0
styr shoot at us,0
spoting,0
wow not played well,0
in a row,0
PLS REPORETED FOCH,0
type go kill arty,0
this was fun,0
waist of yime here ok on to the next one,0
push them back,0
gj ts5,0
why legit every match t8,0
ISU its f idiot,1
recording for the wargaming community,0
"257, e75",0
"Great, another game out of my control.",0
arty a0,0
KEKW,0
lol 34 o5 hill,0
kurva bz,0
bounced the t49,0
танк начисляется сразу?,0
finally some player with brain,0
crying loosers,1
..........,0
Progetto you fool,1
$realbrokenukka,0
no light,0
movete hijo de puta,0
oh no we loose,0
no spot?,0
shut up kid,1
getting derp gun then,0
gg...,0
you can exclude maps,0
на уій карті ти шо з дуба рухнув)),0
two wt,0
Strv 74 all report,0
ELC there is a Light over trhere,0
sry guy,1
tenk cheaters,1
thgx,0
2 пт фуловые,0
fall on him,0
weeeee,0
FUCKING IDIOTS AGAIN,1
you could have gotten air here,0
that tank is shit,1
will you please,0
idiot somua,1
light in midle,0
its very ez to do a lot od dmg just camping behind bushes xd nothing special about that,0
